NIVEL,BALANCE GENERAL,Codigo,proyeccion,ene-13,feb-13,mar-13,abr-13,may-13,jun-13,jul-13,ago-13,sep-13,oct-13,nov-13,dic-13,ene-14,feb-14,mar-14,abr-14,may-14,jun-14,jul-14,ago-14,sep-14,oct-14,nov-14,dic-14,ene-15,feb-15,mar-15,abr-15,may-15,jun-15,jul-15,ago-15,sep-15,oct-15,nov-15,dic-15,ene-16,feb-16,mar-16,abr-16,may-16,jun-16,jul-16,ago-16,sep-16,oct-16,nov-16,dic-16,ene-17,feb-17,mar-17,abr-17,may-17,jun-17,jul-17,ago-17,sep-17,oct-17,nov-17,dic-17,ene-18,feb-18,mar-18,abr-18,may-18,jun-18,jul-18,ago-18,sep-18,oct-18,nov-18,dic-18,ene-19,feb-19,mar-19,abr-19,may-19,jun-19,jul-19,ago-19,sep-19,oct-19,nov-19,dic-19,ene-20,feb-20,mar-20,abr-20,may-20,jun-20,jul-20,ago-20,sep-20,oct-20,nov-20,dic-20,ene-21,feb-21,mar-21,abr-21,may-21,jun-21,jul-21,ago-21,sep-21,oct-21,nov-21,dic-21,ene-22,feb-22,mar-22,abr-22,may-22,jun-22,jul-22,ago-22,sep-22,oct-22,nov-22,dic-22,ene-23,feb-23,mar-23,abr-23,may-23,jun-23,jul-23,ago-23,sep-23,oct-23,nov-23,dic-23,ene-24,feb-24,mar-24,abr-24,may-24,jun-24,jul-24,ago-24,sep-24,oct-24,nov-24,dic-24,ene-25,feb-25,mar-25
2,Gastos de administración y promoción,504, SI ,841078,1826082,2905870,3954824,4983348,6066322,7072275,8088443,9043887,10022741,11048594,12264918,900482,2082279,3292825,4345169,5462678,6491660,7529387,8784153,9924101,11265230,12418537,14218659,956866,2098304,3350856,4689619,5857311,7158147,8289174,9473103,10919093,12365784,13491316,15290260,1137953,2595330,4163054,5775038,7227671,8953212,10315205,11675255,13202294,14588287,16156528,17886172,1135931,2666882,4500543,6200679,7817835,9723109,11317142,12828204,14807296,16368623,18247577,20448782,1305821,3207057,5562722,7531495,9226723,11255615,13082141,15306623,17108760,19132162,21059052,24022560,1514811,3450547,6040063,8327174,10466025,12602784,14728348,17201853,19094696,21264646,23540274,26550923,2048213,4342888,6712874,8855062,10940927,13545250,16292041,18678304,20934563,23347698,25448613,29073220,2284053,4825985,7125242,9576331,11892267,14561872,17456520,19954545,22313977,24925260,27550728,31052123,2387223,5063770,8207433,11568798,14241102,17207334,20557643,23237807,26204047,29362541,32415364,36021819,2964959,6616599,9765635,13023220,16040252,20537643,23918843,27548337,30801264,34378114,38023433,43066616,3197170,7446861,10969979,14896644,19821633,23941716,28086924,32021253,35640449,40376357,44902076,51251441,3607147,8387541,12955309
Operación,Resultado de la Operación,,NO,506477,783300,224403,497194,801967,1069797,1671461,2196639,2343080,2484852,2549533,2172799,687117,913069,2058034,1835095,2483973,3208937,3785079,3803341,4431961,4757217,5468196,5910857,641189,991670,1926322,2672600,2997698,3413320,4849384,5214775,7394972,7645141,8032943,8245727,468810,1132583,1714838,2462937,2991622,3659554,4397347,5187078,5964226,6784802,6756599,7576088,1527550,1664214,2026708,1784160,2238859,2774955,3578183,4375603,4311159,6362075,6363443,8738490,1955040,2361554,2019995,2590627,3372636,4490779,4927935,5471637,6623183,6944537,7533124,9635508,2539654,3312711,3363479,3227740,4378406,5695909,5891577,5940811,7484606,7816273,8086097,15865018,1136038,1855916,2134657,2790846,3254649,4886292,6142973,6671657,7044361,7205293,7915267,14070025,1151170,1733615,3474394,4301210,5620498,6590166,7008276,8362588,9520933,10244172,10365347,16449678,1884819,2697263,4408408,4698452,6177330,7314188,7655378,9343037,10174364,11659519,12429249,24767029,1920594,2459627,4084370,5270397,7488590,7855588,8970208,11584572,12379430,13740122,31017753,32728235,3835816,6147673,9004970,11955916,15058686,17579622,20239595,23457159,26696889,29498881,31847405,34315050,4420136,7102388,9416839
2,"Participación en el resultado de subsidiarias no consolidadas, asociadas y negocios conjuntos",405, SI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210862,0,0,0,0,0,0,0,0,0,0,0,39915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Operación,Resultado por operaciones continuas,,NO,506477,783300,224403,497194,801967,1069797,1671461,2196639,2343080,2484852,2549533,2172799,687117,913069,2058034,1835095,2483973,3208937,3785079,3803341,4431961,4757217,5468196,5910857,641189,991670,1926322,2672600,2997698,3413320,4849384,5214775,7394972,7645141,8032943,8245727,468810,1132583,1714838,2462937,2991622,3659554,4397347,5187078,5964226,6784802,6756599,7576088,1527550,1664214,2026708,1784160,2238859,2774955,3578183,4375603,4311159,6362075,6363443,8738490,1955040,2361554,2019995,2590627,3372636,4490779,4927935,5471637,6623183,6944537,7533124,9635508,2539654,3312711,3363479,3227740,4378406,5695909,5891577,5940811,7484606,7816273,8086097,16075880,1136038,1855916,2134657,2790846,3254649,4886292,6142973,6671657,7044361,7205293,7915267,14109940,1151170,1733615,3474394,4301210,5620498,6590166,7008276,8362588,9520933,10244172,10365347,16449678,1884819,2697263,4408408,4698452,6177330,7314188,7655378,9343037,10174364,11659519,12429249,24767029,1920594,2459627,4084370,5270397,7488590,7855588,8970208,11584572,12379430,13740122,31017753,32769314,3835816,6147673,9004970,11955916,15058686,17579622,20239595,23457159,26696889,29498881,31847405,34315050,4420136,7102388,9416839
2,Operaciones discontinuadas,406, SI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Operación,Resultado Neto,,NO,506477,783300,224403,497194,801967,1069797,1671461,2196639,2343080,2484852,2549533,2172799,687117,913069,2058034,1835095,2483973,3208937,3785079,3803341,4431961,4757217,5468196,5910857,641189,991670,1926322,2672600,2997698,3413320,4849384,5214775,7394972,7645141,8032943,8245727,468810,1132583,1714838,2462937,2991622,3659554,4397347,5187078,5964226,6784802,6756599,7576088,1527550,1664214,2026708,1784160,2238859,2774955,3578183,4375603,4311159,6362075,6363443,8738490,1955040,2361554,2019995,2590627,3372636,4490779,4927935,5471637,6623183,6944537,7533124,9635508,2539654,3312711,3363479,3227740,4378406,5695909,5891577,5940811,7484606,7816273,8086097,16075880,1136038,1855916,2134657,2790846,3254649,4886292,6142973,6671657,7044361,7205293,7915267,14109940,1151170,1733615,3474394,4301210,5620498,6590166,7008276,8362588,9520933,10244172,10365347,16449678,1884819,2697263,4408408,4698452,6177330,7314188,7655378,9343037,10174364,11659519,12429249,24767029,1920594,2459627,4084370,5270397,7488590,7855588,8970208,11584572,12379430,13740122,31017753,32769314,3835816,6147673,9004970,11955916,15058686,17579622,20239595,23457159,26696889,29498881,31847405,34315050,4420136,7102388,9416839
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Total ingresos,4, SI ,1864502,3562756,5402883,7220902,9045223,10856826,13267608,15507949,17390681,19280070,21252059,22963455,2075043,3921838,6805869,8999417,11266182,13585624,15710973,18001495,20271027,22447343,24813312,27733001,2286511,4318927,7126545,10161068,12630149,14932402,18105402,20651396,25331098,27907813,30698826,33351266,2596661,5384666,8293791,11484985,14188752,16843936,19734186,22966758,26015193,29051430,31855704,35221470,3546617,6229004,9320735,12308178,15416448,18726955,21992085,25392746,28663696,33570926,36970629,43009059,4237078,7534836,11122145,14688483,18377783,22470923,26267989,30228271,34069042,38067863,42308972,50997034,5222289,9037738,13177577,17265434,22029518,26283419,30648686,35170875,40319965,44881210,49243251,60969949,4652510,9018418,13700945,18140427,22668471,27269124,31947994,36614843,41138379,45829898,50352779,61920646,4864022,9245112,14227845,18951185,23946187,29005967,34140760,40238993,45503192,50773386,56089241,66521344,5642241,10646990,19231531,24652310,30402869,36034939,42010350,48115012,53955477,60417119,66558022,83581512,6492587,12419328,19114399,25542615,32338358,39065636,46299198,57448602,64677106,72138941,94828414,103988221,9275386,18053245,27490562,36872124,46585669,55995080,66070396,76247073,86287572,96695552,106884733,117643756,10927979,20585147,31405794
1,Total gastos,5, NO ,1358025,2779456,5178480,6723708,8243256,9787029,11596147,13311310,15047601,16795218,18702526,20790656,1387926,3008769,4747835,7164322,8782209,10376687,11925894,14198154,15839066,17690126,19345116,21822144,1645322,3327257,5200223,7488468,9632451,11519082,13256018,15436621,17936126,20262672,22665883,25105539,2127851,4252083,6578953,9022048,11197130,13184382,15336839,17779680,20050967,22266628,25099105,27645382,2019067,4564790,7294027,10524018,13177589,15952000,18413902,21017143,24352537,27208851,30607186,34270569,2282038,5173282,9102150,12097856,15005147,17980144,21340054,24756634,27445859,31123326,34775848,41361526,2682635,5725027,9814098,14037694,17651112,20587510,24757109,29230064,32835359,37064937,41157154,44894069,3516472,7162502,11566288,15349581,19413822,22382832,25805021,29943186,34094018,38624605,42437512,47810706,3712852,7511497,10753451,14649975,18325689,22415801,27132484,31876405,35982259,40529214,45723894,50071666,3757422,7949727,14823123,19953858,24225539,28720751,34354972,38771975,43781113,48757600,54128773,58814483,4571993,9959701,15030029,20272218,24849768,31210048,37328990,45864030,52297676,58398819,63810661,71218907,5439570,11905572,18485592,24916208,31526983,38415458,45830801,52789914,59590683,67196671,75037328,83328706,6507843,13482759,21988955
,Resultado Neto,,,506477,783300,224403,497194,801967,1069797,1671461,2196639,2343080,2484852,2549533,2172799,687117,913069,2058034,1835095,2483973,3208937,3785079,3803341,4431961,4757217,5468196,5910857,641189,991670,1926322,2672600,2997698,3413320,4849384,5214775,7394972,7645141,8032943,8245727,468810,1132583,1714838,2462937,2991622,3659554,4397347,5187078,5964226,6784802,6756599,7576088,1527550,1664214,2026708,1784160,2238859,2774955,3578183,4375603,4311159,6362075,6363443,8738490,1955040,2361554,2019995,2590627,3372636,4490779,4927935,5471637,6623183,6944537,7533124,9635508,2539654,3312711,3363479,3227740,4378406,5695909,5891577,5940811,7484606,7816273,8086097,16075880,1136038,1855916,2134657,2790846,3254649,4886292,6142973,6671657,7044361,7205293,7915267,14109940,1151170,1733615,3474394,4301210,5620498,6590166,7008276,8362588,9520933,10244172,10365347,16449678,1884819,2697263,4408408,4698452,6177330,7314188,7655378,9343037,10174364,11659519,12429249,24767029,1920594,2459627,4084370,5270397,7488590,7855588,8970208,11584572,12379430,13740122,31017753,32769314,3835816,6147673,9004970,11955916,15058686,17579622,20239595,23457159,26696889,29498881,31847405,34315050,4420136,7102388,9416839
